Date,Close
9/3/2019 16:00:00,143.6
9/4/2019 16:00:00,137.17
9/5/2019 16:00:00,141.41
9/6/2019 16:00:00,139.89
9/9/2019 16:00:00,143.69
9/10/2019 16:00:00,144.96
9/11/2019 16:00:00,147.54
9/12/2019 16:00:00,148.4
9/13/2019 16:00:00,145.78
9/16/2019 16:00:00,147.45
9/17/2019 16:00:00,149.01
9/18/2019 16:00:00,148.13
9/19/2019 16:00:00,150.45
9/20/2019 16:00:00,149.05
9/23/2019 16:00:00,150.59
9/24/2019 16:00:00,148.88
9/25/2019 16:00:00,149.57
9/26/2019 16:00:00,149.37
9/27/2019 16:00:00,147.03
9/30/2019 16:00:00,148.37
10/1/2019 16:00:00,146.34
10/2/2019 16:00:00,144.9
10/3/2019 16:00:00,145.42
10/4/2019 16:00:00,146.59
10/7/2019 16:00:00,147.35
10/8/2019 16:00:00,143.96
10/9/2019 16:00:00,144.37
10/10/2019 16:00:00,143.52
10/11/2019 16:00:00,144.15
10/14/2019 16:00:00,143.94
10/15/2019 16:00:00,144.18
10/16/2019 16:00:00,143.41
10/17/2019 16:00:00,143.72
10/18/2019 16:00:00,143.15
10/21/2019 16:00:00,144.02
10/22/2019 16:00:00,143.02
10/23/2019 16:00:00,142.6
10/24/2019 16:00:00,144.6
10/25/2019 16:00:00,145.77
10/28/2019 16:00:00,146.17
10/29/2019 16:00:00,146.65
10/30/2019 16:00:00,153.41
10/31/2019 16:00:00,153.25
11/1/2019 16:00:00,153.69
11/4/2019 16:00:00,153.51
11/5/2019 16:00:00,155
11/6/2019 16:00:00,154.96
11/7/2019 16:00:00,155.78
11/8/2019 16:00:00,156.13
11/11/2019 16:00:00,155.92
11/12/2019 16:00:00,158.06
11/13/2019 16:00:00,156.96
11/14/2019 16:00:00,156.64
11/15/2019 16:00:00,156.4
11/18/2019 16:00:00,155.23
11/19/2019 16:00:00,157.49
11/20/2019 16:00:00,154.02
11/21/2019 16:00:00,149.5
11/22/2019 16:00:00,151.6
11/25/2019 16:00:00,152.76
11/26/2019 16:00:00,152.4
11/27/2019 16:00:00,152.62
11/29/2019 13:00:00,150.33
12/2/2019 16:00:00,150.08
